WEEK,OPP,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA
1,CHI,2,3,0,2,2,0,0,2,2,0,2,2,0,0
2,MIA,2,5,0,2,2,0,0,1,1,0,1,1,0,0
3,SD,1,1,0,1,1,0,0,2,2,1,2,2,0,0
4,HOU,2,1,0,2,2,0,0,2,3,0,2,2,0,0
5,DET,1,3,0,0,0,1,1,2,0,0,2,2,0,0
6,NE,3,0,0,2,2,1,1,4,3,0,4,4,0,0
7,MIN,2,1,0,2,2,0,0,1,3,0,1,1,0,0
8,NYJ,5,3,0,4,5,0,0,3,1,0,2,2,0,1
10,KC,1,2,0,1,1,0,0,2,1,0,2,2,0,0
11,MIA,0,3,0,0,0,0,0,2,2,0,2,2,0,0
12,NYJ,5,1,0,5,5,0,0,0,1,0,0,0,0,0
