WEEK,OPP,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA
1,DAL,4,0,0,4,4,0,0,2,1,0,2,2,0,0
2,CHI,2,2,0,2,2,0,0,4,0,0,4,4,0,0
3,ARI,2,0,0,2,2,0,0,2,3,0,2,2,0,0
