WEEK,OPP,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA
1,CAR,2,0,0,2,2,0,0,2,2,0,2,2,0,0
2,STL,2,1,0,2,2,0,0,1,4,0,1,1,0,0
3,ATL,2,0,0,2,2,0,0,8,0,0,8,8,0,0
4,TB,3,2,0,3,3,0,0,3,1,0,3,3,0,0
5,NO,4,1,0,4,4,0,0,4,3,1,2,2,0,1
6,BAL,2,1,0,2,2,0,0,6,2,0,6,6,0,0
8,MIN,1,2,0,1,1,0,0,2,2,0,1,1,0,0
